Geography,IsActiveMember,HasCrCard,Balance,CreditScore,Exited
Germany,1,1,106545.53,733,0
France,1,0,145618.37,542,0
Spain,0,0,141541.25,788,0
Germany,1,1,57017.06,435,0
France,0,1,0.0,577,0
France,1,1,0.0,703,1
Germany,0,1,125884.95,728,1
Germany,1,1,61825.5,728,0
France,0,1,0.0,718,0
France,0,1,0.0,621,0
France,0,1,102967.41,523,1
Germany,0,1,171770.55,657,0
Germany,0,1,93051.64,727,1
France,1,0,161064.64,643,0
France,1,1,90612.34,645,0
France,0,1,145105.64,568,0
France,0,0,0.0,599,1
France,1,1,0.0,672,1
France,1,1,174912.72,685,0
France,0,1,104947.72,516,1
Spain,1,1,135213.71,685,0
Spain,0,1,0.0,806,0
France,1,1,116229.85,604,0
Spain,1,1,111201.41,648,0
Spain,0,1,0.0,545,0
Germany,0,1,131899.0,756,0
France,1,1,124525.52,569,0
France,0,1,0.0,596,0
France,1,1,0.0,475,1
France,1,1,47134.75,646,0
Spain,0,0,0.0,784,0
Spain,0,1,0.0,552,0
France,1,0,0.0,729,0
Spain,0,1,0.0,609,1
France,0,1,0.0,555,1
Germany,1,1,138657.08,572,0
France,1,1,70302.48,785,0
Germany,1,1,101609.01,714,0
Spain,1,1,0.0,738,0
Germany,1,1,130170.82,639,0
Germany,1,1,133802.29,520,0
France,0,0,106234.02,764,0
Spain,0,0,132628.98,661,0
Germany,1,1,103522.75,564,0
Germany,0,1,192390.52,708,0
Spain,1,0,0.0,512,1
Spain,1,1,0.0,592,0
France,1,0,0.0,619,0
France,1,1,109922.61,775,1
Germany,1,0,128605.32,850,0
France,1,1,0.0,577,0
France,0,1,68598.56,724,0
Spain,1,1,106518.52,710,0
France,0,0,0.0,696,0
France,0,1,0.0,376,1
Germany,0,1,121326.42,675,0
France,0,1,67226.37,745,0
Spain,1,1,82931.85,697,0
Spain,0,1,0.0,599,1
France,1,1,118590.41,715,1
France,1,1,145981.87,659,0
France,0,0,73309.38,684,1
France,1,1,130796.33,635,0
Germany,0,1,151607.56,789,0
Germany,1,0,111577.01,571,0
Spain,1,1,107042.74,694,0
Spain,1,0,156371.61,665,1
France,0,0,129605.99,706,0
Spain,1,0,0.0,807,0
Spain,1,1,0.0,771,0
Spain,0,0,132576.25,531,0
France,1,1,129101.3,629,0
Germany,1,1,108822.4,850,0
Spain,0,1,137948.51,685,0
Spain,1,1,100433.8,642,0
Spain,0,1,96134.11,529,1
Germany,1,1,115888.04,683,1
France,1,1,124626.07,663,0
France,1,1,139810.34,563,0
Spain,0,0,0.0,637,0
France,0,0,84496.71,544,0
Germany,1,0,116854.71,649,0
France,1,1,138333.03,638,0
France,1,1,0.0,723,0
Germany,0,0,78992.75,635,0
Spain,1,0,97257.41,750,0
France,0,1,122453.37,730,0
Spain,1,0,112940.07,750,0
France,0,1,132558.26,586,1
France,0,1,0.0,520,0
France,0,1,133297.24,652,0
France,0,1,0.0,550,0
France,0,0,197041.8,594,0
Germany,0,0,71497.79,749,0
France,1,1,0.0,668,0
Germany,0,0,128100.28,614,1
France,1,0,124532.78,773,0
Germany,1,1,82293.82,551,0
France,0,1,142120.91,566,0
Spain,0,1,151839.26,569,1
Spain,1,1,149620.88,659,0
France,0,1,168197.66,722,1
France,0,1,93147.0,655,0
France,1,1,97440.02,615,0
Germany,1,0,65046.08,752,0
Spain,0,0,95357.49,661,0
Spain,0,1,123105.88,838,0
Spain,1,0,0.0,610,0
Spain,1,0,0.0,811,0
Spain,1,0,121286.27,587,0
Germany,1,1,167738.82,811,0
France,0,0,104091.29,759,0
Germany,0,1,121980.56,648,0
France,1,1,0.0,788,0
Germany,1,1,50880.98,725,0
France,0,0,175159.9,646,1
Germany,0,1,105514.69,601,0
Germany,0,0,116497.31,521,1
Spain,0,1,0.0,561,0
France,1,1,99824.45,564,0
France,0,1,0.0,444,1
Spain,1,1,0.0,650,0
France,0,1,0.0,724,1
Spain,1,1,122964.88,719,0
France,1,0,0.0,548,0
Spain,1,1,0.0,635,0
Spain,1,0,0.0,496,0
France,1,1,89634.69,676,1
Germany,0,1,95710.11,541,0
Germany,0,1,139706.31,778,0
Germany,0,1,103909.86,850,1
France,0,1,0.0,633,0
France,0,1,173434.9,625,1
Spain,1,1,102238.01,485,0
France,1,0,179380.74,547,0
France,1,1,0.0,642,0
France,0,1,108691.95,718,0
France,0,1,0.0,582,0
France,0,0,0.0,628,0
Germany,1,0,133377.8,737,0
Spain,1,1,0.0,828,0
Spain,1,1,0.0,609,0
France,0,0,116537.6,730,0
France,0,0,0.0,631,0
Spain,1,0,0.0,830,0
France,1,0,130131.08,645,0
France,1,0,0.0,663,0
Spain,0,1,0.0,678,0
France,0,1,107316.09,521,0
France,1,1,0.0,625,0
France,1,1,83181.29,523,0
France,1,1,0.0,714,0
Spain,1,1,153946.14,580,0
France,0,1,0.0,722,0
Spain,0,1,135483.17,630,1
France,0,1,0.0,579,0
France,1,1,119624.54,670,0
Spain,0,1,121132.26,588,0
Spain,0,1,0.0,807,1
France,0,1,0.0,726,1
Germany,0,1,54817.55,812,0
Germany,0,1,107949.45,631,1
France,1,0,0.0,682,0
Spain,1,1,80816.45,625,0
Germany,0,1,98205.77,607,0
Spain,1,1,94684.27,600,0
Spain,0,1,141604.76,602,0
Spain,1,1,0.0,545,0
Spain,0,1,0.0,675,0
France,0,0,122949.14,581,1
Germany,0,0,81677.22,640,0
France,0,0,80293.98,850,0
Spain,0,1,155413.06,490,0
Spain,1,1,0.0,710,0
Germany,0,1,67111.65,613,1
France,1,1,103818.43,812,0
France,1,1,0.0,723,0
France,0,0,152169.12,512,1
France,1,1,0.0,731,1
Germany,0,1,214346.96,650,0
France,0,1,0.0,594,1
France,0,1,113348.14,844,1
Germany,0,1,170935.94,686,1
Germany,1,1,103023.26,695,0
Spain,1,0,0.0,624,0
Spain,0,0,0.0,503,0
France,1,1,111855.04,535,0
Germany,1,1,140348.56,743,0
Spain,0,1,0.0,702,0
France,0,1,145512.84,658,0
Germany,1,1,146720.98,677,0
France,1,1,107209.73,664,0
Germany,1,0,130933.74,766,0
Spain,0,1,0.0,461,0
Spain,0,1,89772.3,688,1
France,0,1,0.0,678,0
France,0,1,0.0,796,0
France,0,1,0.0,803,1
France,0,0,100749.5,712,1
France,0,1,0.0,498,0
Spain,1,1,0.0,850,0
France,1,1,123981.31,628,0
Germany,1,1,91622.42,539,0
France,1,1,126195.81,732,0
France,1,0,94267.9,715,1
France,1,1,0.0,651,0
France,0,1,0.0,813,0
France,0,1,0.0,692,1
Germany,1,1,100717.85,756,1
France,0,1,0.0,543,0
France,0,0,141581.71,790,0
Spain,1,1,0.0,494,0
France,1,1,148586.64,850,0
Spain,0,1,0.0,703,0
Spain,0,1,0.0,432,0
Germany,0,1,123403.85,512,0
France,0,1,0.0,589,0
France,0,1,106511.85,514,0
France,0,0,0.0,678,0
Germany,0,0,135549.9,420,1
Germany,0,1,110555.37,679,0
France,0,1,0.0,595,0
France,1,1,185891.54,713,1
Germany,1,1,130854.59,833,1
France,0,0,92578.14,690,0
Germany,0,1,132312.06,731,1
France,0,0,144976.5,608,1
Spain,1,0,87070.23,479,0
France,1,1,0.0,519,0
France,0,0,115414.19,731,1
Spain,1,1,91070.43,617,0
Spain,0,1,117412.19,756,0
Germany,0,1,90018.45,848,0
France,0,1,0.0,809,0
Germany,0,0,112414.81,698,1
Germany,1,1,158456.76,779,1
Spain,0,1,0.0,606,1
Germany,1,1,149641.53,612,0
Spain,0,1,122528.18,663,0
Germany,1,1,143734.01,549,0
France,0,1,155663.31,675,0
France,1,1,0.0,669,1
Germany,1,0,101736.66,571,0
Spain,0,1,125822.21,500,0
France,1,1,0.0,628,0
France,1,1,0.0,559,0
France,1,1,0.0,769,0
Germany,0,0,157791.07,733,0
France,1,0,0.0,750,0
France,0,1,0.0,583,0
Germany,0,1,181627.14,468,0
Spain,1,0,109679.72,727,0
France,0,1,96652.86,618,1
France,1,1,190008.32,617,0
Spain,0,1,0.0,793,0
France,1,1,0.0,630,0
Germany,1,0,148962.76,765,1
France,0,1,0.0,546,0
Germany,0,1,131344.52,614,0
Germany,0,1,101713.84,593,0
Spain,1,1,0.0,613,0
France,0,0,0.0,655,0
France,0,0,137963.07,700,0
Spain,1,0,129938.07,826,0
Germany,1,0,151421.44,652,0
Germany,0,0,135643.0,755,1
Spain,1,1,122773.5,538,0
France,0,1,152303.8,729,0
France,1,1,0.0,615,0
Spain,1,0,79415.67,700,0
Germany,0,1,125801.03,434,1
Spain,0,1,0.0,729,0
France,0,1,0.0,513,1
France,0,1,104817.41,755,1
France,0,1,0.0,615,0
Germany,1,0,67495.04,747,0
France,1,1,164850.54,850,0
Germany,0,0,154776.42,712,0
Germany,0,1,143124.63,622,0
France,1,1,0.0,548,0
France,0,1,0.0,607,0
France,1,1,102133.38,653,0
Spain,0,0,79932.41,699,0
Germany,0,0,120711.73,693,1
Germany,1,1,122717.53,647,0
Spain,0,1,92363.3,478,0
Spain,0,1,203715.15,705,1
Spain,0,1,0.0,719,0
France,0,0,0.0,726,0
France,0,1,0.0,626,0
France,1,1,0.0,552,1
Germany,0,0,93460.47,807,0
France,1,1,0.0,621,0
Germany,1,1,40224.7,651,0
France,1,1,168069.73,673,1
France,1,1,0.0,652,0
Germany,0,1,130538.77,584,0
France,1,1,132623.6,756,0
France,1,1,103465.02,670,0
France,1,1,126547.8,765,1
France,0,1,128262.72,528,0
France,1,1,169742.64,701,1
France,1,1,0.0,797,0
Germany,1,0,150795.81,639,0
Spain,0,1,129855.72,785,1
Spain,0,1,146098.43,363,1
France,0,1,0.0,764,0
France,1,1,0.0,676,0
Germany,0,1,65643.3,718,0
Spain,0,1,0.0,590,0
France,0,1,104584.16,584,0
France,1,0,0.0,645,0
Germany,0,0,99785.28,772,0
Germany,0,1,127655.22,399,1
France,0,1,0.0,529,0
France,1,1,101257.16,463,0
France,1,1,0.0,630,0
France,1,0,121313.88,780,0
Spain,0,1,0.0,584,0
Germany,1,1,81523.38,752,0
France,1,1,128252.66,697,0
France,0,0,0.0,850,0
France,0,1,0.0,711,1
France,1,0,0.0,452,0
Spain,0,1,0.0,610,1
France,1,1,0.0,694,0
Spain,0,1,0.0,579,1
Spain,0,1,0.0,745,1
France,1,0,0.0,572,0
Germany,1,1,145541.56,505,0
France,0,0,0.0,706,1
Germany,1,1,124601.58,693,1
Germany,1,1,115182.84,725,0
France,0,1,163789.49,791,0
France,0,1,65733.41,536,0
Spain,1,0,0.0,699,0
Spain,0,1,128486.11,500,0
Spain,1,1,109663.47,707,0
Germany,0,1,88324.31,531,0
France,0,1,146445.24,557,0
France,0,1,0.0,659,0
Spain,1,1,0.0,575,0
Germany,1,0,109949.05,775,0
Spain,0,1,78653.05,772,0
Germany,0,1,107850.82,587,1
Germany,0,1,83765.35,667,0
France,1,1,143773.07,771,0
Germany,1,1,116227.27,523,0
Germany,1,1,103471.52,662,0
France,0,1,0.0,717,0
France,1,0,137492.35,746,0
France,0,1,0.0,569,0
France,1,1,129829.59,579,0
France,1,1,146329.57,519,0
Germany,1,1,114027.7,696,0
Germany,1,0,146580.69,693,0
Germany,0,0,132122.42,587,0
France,0,1,81553.93,626,1
France,1,1,0.0,666,0
France,0,1,0.0,512,0
Spain,1,1,0.0,689,0
France,1,1,0.0,803,0
Germany,1,1,175214.71,548,0
Germany,0,1,125534.51,588,1
France,1,1,97705.99,693,0
Germany,0,1,126817.65,499,0
France,0,1,46870.43,628,1
Spain,1,1,0.0,624,0
France,0,1,120094.93,733,0
France,1,1,0.0,628,0
France,0,1,0.0,633,0
Germany,1,0,104356.94,559,0
Germany,0,1,147004.34,704,1
Germany,0,1,73023.17,744,0
Spain,1,0,173432.55,665,0
France,0,0,165679.92,638,0
Spain,1,0,104678.62,837,0
France,0,1,116973.26,534,1
France,0,1,0.0,548,0
Germany,1,1,126732.85,837,0
France,0,1,148481.09,658,0
France,1,1,137654.05,554,0
Germany,0,1,115315.04,724,0
France,1,1,99095.73,723,0
Germany,0,0,165610.41,585,0
France,0,1,0.0,474,1
Spain,0,1,161628.66,562,0
France,1,1,146605.27,719,0
Germany,0,1,113488.68,635,1
France,1,1,77002.2,743,0
Spain,1,0,0.0,681,0
France,1,0,0.0,521,0
Spain,1,1,0.0,741,0
Spain,0,0,182364.53,790,1
France,1,1,0.0,622,0
France,1,0,149364.58,669,0
France,1,0,127450.14,583,0
Spain,1,1,162278.32,520,0
Spain,0,0,152212.88,579,0
Spain,0,0,161993.89,698,0
Spain,0,1,131468.44,548,0
Germany,0,1,102980.44,672,1
Germany,0,1,143321.97,653,0
Spain,0,0,130404.92,734,0
France,1,1,0.0,794,0
France,1,0,87505.47,641,0
France,1,1,133634.02,824,0
Spain,0,0,151233.62,534,0
Spain,1,0,70263.83,653,0
France,1,1,0.0,498,0
France,0,0,57657.49,683,0
Germany,1,1,153572.31,618,0
France,0,1,134752.08,538,0
Spain,1,1,83132.09,643,0
France,0,1,0.0,428,0
Germany,0,1,134096.53,593,1
France,0,1,118100.59,718,0
Germany,0,0,76915.4,811,1
Spain,1,1,81576.75,823,1
Spain,0,0,0.0,645,0
France,1,1,118327.17,710,0
Spain,0,0,124857.69,591,0
Germany,1,1,90971.85,748,0
France,1,1,153147.75,850,0
France,1,1,65942.26,542,1
France,1,1,0.0,809,0
France,0,1,0.0,675,1
Spain,0,0,100912.19,607,0
France,1,1,0.0,850,0
France,0,1,0.0,789,1
France,1,1,0.0,598,1
Germany,1,0,124439.49,756,0
France,1,1,0.0,687,0
France,0,0,0.0,724,0
France,0,1,58781.76,700,0
Spain,0,0,159453.64,635,1
Germany,1,1,142721.52,687,0
France,1,0,167795.6,613,0
France,0,1,128345.69,781,0
Spain,1,1,165260.98,703,0
Germany,1,0,118233.81,593,1
France,0,1,0.0,743,1
Spain,0,1,0.0,640,0
Germany,1,1,143452.74,849,0
France,1,1,145018.49,778,0
Germany,0,1,82407.51,539,0
Germany,1,1,79460.98,489,0
Spain,0,1,0.0,568,1
Spain,0,1,126473.99,618,0
Germany,0,1,133537.1,710,0
France,1,1,164978.01,625,0
Spain,1,1,128029.72,682,0
Spain,1,1,97403.18,727,1
France,0,1,176845.41,794,1
Spain,1,1,0.0,652,0
Spain,0,1,81589.04,670,0
Germany,0,1,119507.58,460,1
Spain,0,0,0.0,568,0
France,1,1,94443.77,643,0
France,1,1,0.0,521,0
France,1,1,92199.84,615,0
Spain,0,1,0.0,575,0
France,1,1,135756.96,717,0
France,0,0,120633.42,648,1
Germany,1,1,134542.73,535,1
Spain,0,1,0.0,626,0
Spain,1,0,0.0,611,1
Spain,1,1,0.0,734,0
France,1,1,154344.49,709,0
France,1,0,0.0,591,0
France,1,1,189026.53,664,0
France,1,1,120764.08,431,0
Germany,1,0,97975.82,647,0
France,1,1,0.0,578,0
Germany,1,1,113270.2,555,0
Spain,1,0,0.0,775,0
Germany,1,1,124548.99,850,0
France,0,1,201696.07,625,1
Spain,0,1,0.0,645,0
Germany,1,1,114203.47,608,1
Spain,1,1,0.0,689,0
Germany,1,1,125437.64,652,1
France,0,1,0.0,769,0
France,0,1,64897.75,611,0
France,1,0,0.0,489,0
Germany,0,1,135555.66,528,1
France,0,1,107764.75,632,0
France,1,1,117307.44,429,0
France,1,1,73700.12,457,1
Spain,1,1,60603.4,768,0
Spain,1,1,40169.88,715,0
Germany,1,1,92041.87,668,0
Germany,0,1,130483.95,625,0
France,0,1,0.0,846,1
Spain,0,1,0.0,661,0
France,1,0,151097.28,571,0
Spain,0,1,67563.31,582,1
France,1,0,112808.18,716,0
France,1,0,0.0,758,0
France,1,1,86459.8,725,0
France,1,0,118633.08,630,1
France,0,1,159441.27,627,1
France,0,1,0.0,653,0
Germany,1,1,125212.65,775,1
Spain,0,1,88656.37,794,0
France,0,1,146033.62,831,0
France,1,1,120268.13,561,0
Spain,0,1,0.0,705,0
Spain,0,1,0.0,636,1
Germany,1,1,135070.58,487,1
France,0,0,0.0,693,1
Spain,0,1,0.0,517,0
France,1,0,122550.05,684,0
Spain,0,1,0.0,620,0
France,0,1,130306.49,757,0
France,1,1,0.0,739,0
Spain,0,1,90350.77,662,1
France,0,1,128747.69,359,1
Spain,1,0,126873.52,572,0
France,1,1,108424.19,721,0
France,0,0,0.0,707,0
France,0,1,84350.07,444,0
France,0,0,0.0,523,1
Germany,1,0,84958.6,685,0
Germany,1,1,99097.36,673,0
Germany,0,0,136622.55,503,0
Germany,1,1,156771.68,485,0
Germany,1,1,167658.33,799,0
Spain,0,1,0.0,585,0
Germany,1,0,109483.54,607,0
Germany,0,1,134504.78,521,0
France,1,1,114427.86,535,0
Spain,1,0,83888.54,724,0
Germany,0,1,110029.77,520,0
Spain,1,0,127523.75,696,0
Germany,1,1,139762.13,657,0
Spain,0,0,91611.12,603,1
France,1,0,109471.79,726,0
France,0,1,150500.64,591,0
Germany,0,0,101609.77,792,1
France,1,1,0.0,550,0
France,1,1,78892.23,601,0
France,1,0,82344.84,820,0
France,0,1,0.0,667,0
Spain,1,1,0.0,573,0
France,1,0,127706.33,755,0
France,0,1,124349.34,552,0
Spain,0,1,0.0,598,0
Germany,1,0,119336.29,576,0
France,1,0,0.0,670,0
Germany,0,0,104217.3,504,1
France,1,1,0.0,778,0
Germany,0,1,144757.02,558,1
Spain,1,1,0.0,627,0
France,0,1,0.0,683,0
France,0,0,0.0,556,1
France,1,0,0.0,583,0
France,0,1,100169.51,705,0
France,1,0,145731.83,637,0
Spain,1,1,110802.03,697,1
Germany,0,1,120392.99,555,1
Germany,0,0,135067.52,594,0
Spain,0,1,136556.44,632,1
France,1,1,0.0,551,0
France,1,1,99587.43,687,1
France,1,1,0.0,672,0
Spain,1,1,70731.07,521,1
Germany,1,0,109342.82,686,0
Spain,0,1,0.0,639,0
France,1,0,0.0,850,0
France,1,1,78247.31,465,0
France,0,1,117561.49,817,1
France,1,1,88980.32,578,0
Spain,0,1,0.0,611,0
Germany,0,1,103560.57,616,1
France,1,0,113308.84,517,0
Spain,1,1,0.0,637,0
France,0,1,63763.49,806,0
France,0,1,169988.35,633,0
Germany,0,1,180303.24,624,0
France,0,1,0.0,691,1
Germany,0,0,120656.86,819,1
Germany,1,1,61592.14,568,0
France,1,1,164701.68,806,0
Spain,1,1,80780.16,726,0
France,0,0,0.0,552,0
Germany,1,0,154221.37,755,0
France,0,1,0.0,634,0
France,1,0,101641.14,756,0
France,1,0,0.0,776,0
France,0,1,92786.66,649,1
Germany,1,1,131081.66,595,0
France,1,1,98014.74,646,0
Spain,0,1,0.0,592,0
France,1,1,97460.1,574,0
France,1,0,104077.19,850,0
Spain,1,1,0.0,850,0
France,0,0,0.0,475,1
France,1,1,0.0,642,0
Spain,1,0,93656.95,710,1
Spain,0,1,121345.88,596,1
France,1,0,141675.23,609,0
Spain,0,1,0.0,797,0
Germany,0,1,102365.49,504,1
Spain,0,0,0.0,735,1
Spain,0,1,0.0,680,0
France,1,0,0.0,449,0
Germany,1,0,101868.51,685,0
Spain,0,0,0.0,569,0
France,0,1,112392.45,631,0
Germany,1,0,106570.34,595,0
France,1,1,0.0,461,0
France,1,0,81947.76,630,1
France,1,1,144162.3,661,0
Germany,0,0,86350.87,796,0
France,0,0,158623.14,710,1
France,0,1,0.0,741,0
Germany,0,0,132403.56,606,1
France,0,0,0.0,747,0
Germany,0,1,134985.66,549,0
France,1,1,0.0,576,0
France,0,1,103772.45,528,0
France,1,1,133040.32,535,0
Spain,0,0,0.0,575,0
France,1,1,0.0,656,0
France,0,1,0.0,440,0
Spain,1,1,71460.67,539,0
Spain,1,0,133214.13,850,0
France,0,0,96558.66,646,0
France,1,0,93806.31,744,0
Spain,0,0,0.0,710,0
France,1,1,124043.8,544,1
Germany,1,0,131694.97,723,1
Spain,1,0,0.0,507,0
France,1,1,106266.8,787,0
Spain,1,1,0.0,598,0
France,1,0,0.0,796,0
Spain,1,1,139840.36,569,0
France,0,0,0.0,711,0
Germany,0,1,124098.54,661,0
France,1,1,145807.59,415,0
Spain,0,1,0.0,578,0
France,1,1,107508.93,611,0
France,1,0,0.0,600,0
Germany,1,0,145980.23,661,0
France,1,0,212778.2,850,0
Germany,1,0,152522.47,573,1
Spain,1,0,168964.77,764,0
France,0,1,0.0,838,0
France,1,1,0.0,821,0
Spain,1,1,98266.3,607,0
France,1,1,113000.92,558,0
Germany,1,1,137060.88,530,0
Germany,0,1,112146.12,654,0
France,1,1,129307.32,530,0
Spain,1,1,163975.09,656,0
Spain,1,1,0.0,520,0
Germany,1,1,158414.85,602,0
Germany,1,1,92072.68,701,0
Spain,1,1,88243.29,653,0
Spain,1,1,0.0,668,0
France,0,1,59486.31,652,1
Spain,1,1,0.0,639,0
Spain,1,0,0.0,730,0
France,1,1,0.0,780,0
France,1,0,119278.01,592,0
France,1,1,158741.43,628,0
France,1,0,140596.95,658,1
Spain,1,1,0.0,850,0
Germany,1,1,90432.92,515,1
France,1,0,104783.81,571,0
Germany,1,1,77992.97,760,0
Germany,0,0,110822.9,720,0
Germany,1,1,119624.6,632,0
Germany,1,1,109052.59,694,1
Spain,1,0,139129.44,559,0
Germany,0,1,152324.66,773,0
France,0,1,0.0,581,0
Germany,0,1,127480.58,524,0
France,0,0,115029.4,713,1
France,1,1,114005.78,676,0
Germany,0,1,116646.76,651,1
Spain,1,1,110864.38,717,1
France,0,1,156267.59,594,0
France,0,1,109528.28,716,1
France,1,1,102482.76,668,0
Germany,1,1,115563.71,678,0
France,0,1,0.0,545,0
France,1,1,95624.36,613,0
Spain,1,1,0.0,687,0
France,0,0,160376.61,715,0
Germany,1,1,37702.79,618,0
France,1,0,118273.83,721,0
Germany,1,1,131082.17,445,0
France,1,0,94456.0,690,0
France,0,0,0.0,709,1
Spain,1,1,0.0,671,0
France,1,1,93791.38,538,0
France,0,1,0.0,735,0
France,1,1,0.0,592,0
France,1,0,155973.13,747,0
Germany,1,1,89409.95,675,0
Spain,0,1,97854.37,632,0
France,1,1,0.0,621,0
Spain,0,1,60280.62,521,0
Spain,1,1,135216.8,591,0
Germany,1,1,124923.35,706,0
France,0,1,0.0,677,0
Germany,0,1,188614.07,769,0
France,1,1,62321.62,771,0
Germany,0,1,120782.7,601,1
France,1,0,115961.58,670,0
France,0,1,115062.61,517,0
France,0,1,160602.25,834,0
France,0,1,108825.34,571,1
Germany,1,1,166287.85,576,0
France,1,0,152663.77,718,0
Germany,1,1,80844.69,636,0
Germany,0,1,97001.36,566,0
France,1,1,0.0,711,0
France,0,1,122524.61,574,0
France,0,1,132292.63,619,0
France,1,1,0.0,588,0
Germany,0,1,91502.99,760,1
France,0,1,0.0,665,1
Germany,1,1,59385.98,739,0
France,1,1,0.0,641,0
Germany,1,1,97956.5,685,0
France,1,1,0.0,594,0
Spain,1,0,0.0,557,0
France,0,1,141223.68,697,0
France,1,0,151762.74,656,0
Germany,1,0,141749.74,712,0
Spain,1,1,75075.14,689,1
France,0,1,165686.11,697,0
France,0,1,0.0,589,0
Spain,0,1,0.0,525,0
France,0,1,0.0,680,0
France,1,1,0.0,617,1
France,0,1,92961.61,680,0
Spain,1,0,0.0,662,0
Germany,1,1,130812.91,736,1
Germany,1,1,107174.58,657,1
Spain,1,1,152677.48,350,1
France,0,1,132005.77,617,0
France,0,0,0.0,562,0
Spain,1,1,0.0,705,0
France,1,1,127305.5,516,0
France,0,1,0.0,573,0
Spain,0,0,0.0,538,0
France,0,1,0.0,699,0
Germany,1,0,170291.22,504,0
Spain,0,1,102562.23,583,0
Spain,0,0,111061.01,712,0
Spain,1,1,0.0,626,0
France,0,1,124379.14,631,0
France,1,1,0.0,663,0
Germany,0,1,57745.76,506,0
Germany,0,1,129293.74,570,1
France,1,1,0.0,703,0
Germany,0,1,150777.1,698,0
Spain,0,1,0.0,731,0
France,0,0,0.0,625,0
Spain,1,1,108632.48,634,1
France,1,1,153861.1,616,0
France,0,1,100374.58,500,1
France,0,0,0.0,446,0
France,0,1,61196.54,669,0
Germany,0,1,116891.72,581,0
Germany,0,1,133656.91,704,1
France,1,0,92911.52,748,0
Spain,1,1,119825.75,680,0
France,0,1,111852.84,655,0
Germany,1,1,106683.52,690,0
Germany,1,0,139022.24,695,0
Germany,0,1,148571.07,700,1
France,1,0,0.0,773,0
France,1,0,129776.72,749,0
France,0,1,0.0,611,1
Spain,1,1,0.0,606,0
France,0,0,0.0,554,0
France,1,1,0.0,567,0
Spain,0,1,114739.92,559,1
Germany,1,1,122545.65,594,0
France,0,1,0.0,513,0
Germany,1,1,131908.35,652,0
Germany,1,1,105722.69,680,1
Spain,0,1,0.0,784,0
Spain,0,1,0.0,812,1
Spain,0,1,0.0,784,0
France,0,1,82767.42,570,0
France,0,0,87842.98,712,0
Spain,1,1,133261.13,705,0
Spain,1,1,0.0,681,0
France,0,1,97925.11,620,0
France,1,1,0.0,711,0
France,0,1,140453.91,613,0
Germany,0,0,117356.19,613,1
Spain,1,1,0.0,682,0
Spain,1,1,137204.77,850,0
France,1,0,0.0,601,0
Spain,0,1,0.0,595,1
Spain,1,0,54098.18,675,0
Spain,1,1,0.0,591,0
France,0,0,113758.48,602,0
Spain,1,0,0.0,554,0
France,1,1,118636.92,541,0
France,0,0,0.0,506,0
Germany,0,0,95488.82,814,0
France,0,0,110829.52,683,0
Germany,0,1,144244.59,485,0
Germany,0,1,122021.92,696,0
France,0,1,0.0,608,0
France,1,1,0.0,792,1
Spain,0,1,0.0,686,0
Germany,0,1,85839.62,790,0
France,1,0,96974.97,654,0
France,1,1,148172.44,452,0
Spain,0,1,0.0,719,0
France,0,1,0.0,707,0
France,0,0,0.0,699,0
Spain,1,0,0.0,850,0
Spain,0,1,134766.85,828,0
Germany,1,1,123210.56,850,0
Spain,1,1,139887.01,712,0
France,0,1,149961.11,634,0
Germany,0,0,152880.97,730,0
Germany,1,0,108589.47,685,0
Spain,1,1,0.0,809,0
Spain,0,1,56674.48,707,1
Spain,0,1,0.0,648,0
Spain,1,1,0.0,760,0
Germany,1,0,105663.56,805,0
France,0,1,0.0,585,0
Spain,1,1,100683.54,595,0
France,0,1,0.0,630,0
Germany,0,1,139541.58,627,0
Germany,1,0,121801.72,631,0
Germany,1,0,112281.7,776,0
Spain,1,1,0.0,676,0
Spain,0,0,93499.82,758,0
France,1,0,132255.99,637,0
France,0,1,0.0,850,0
Spain,0,1,0.0,601,0
France,0,1,121973.28,735,0
Germany,1,1,99462.8,614,0
Germany,1,1,165878.76,672,0
France,0,0,117494.27,642,0
Germany,0,1,138577.34,633,0
Spain,1,1,0.0,769,0
Spain,0,1,107525.07,796,0
France,0,1,139224.92,715,0
France,0,0,121453.63,695,0
France,1,0,0.0,747,0
Germany,0,0,77354.37,584,1
France,1,1,0.0,476,0
France,1,0,79259.99,850,0
France,0,1,116295.29,529,0
Spain,1,0,0.0,584,1
Germany,0,1,74309.81,586,0
Germany,0,1,152797.9,674,1
France,0,1,133701.07,552,1
Germany,1,1,114430.18,601,0
France,0,0,127504.57,541,0
Germany,0,1,84113.41,744,0
Spain,0,0,101126.66,595,0
Germany,0,1,103564.83,724,0
Spain,1,0,0.0,533,1
France,1,0,168178.21,618,0
Germany,1,1,143903.11,523,1
Germany,0,1,129753.69,642,0
France,0,1,0.0,584,0
France,1,0,110641.18,521,1
France,0,1,166909.2,662,1
France,1,1,154139.45,758,0
France,0,0,97459.06,717,0
France,1,1,0.0,611,0
Germany,1,1,112088.04,766,0
France,1,1,0.0,636,0
France,1,1,0.0,814,0
Spain,0,0,141038.57,760,0
Germany,1,1,84468.67,607,0
Spain,0,0,118520.26,725,1
France,1,0,142663.46,600,0
Germany,1,1,118627.16,656,0
Spain,0,0,137523.02,640,0
France,0,1,110976.23,439,0
France,0,0,107283.4,549,0
France,0,0,0.0,622,0
France,0,0,124314.45,715,0
